"order_id","order_date","customer_id","contact_name","product_id","product_name","category_id","unit_price","units_in_stock","units_on_order","reorder_level","discontinued","order_id-2","product_id-2","unit_price-2","quantity","discount","employee_id","birth_date","hire_date","category_id-2","category_name","shipper_id","company_name"
10446,"1997-02-14","TOMSP","Karin Josephs",31,"Gorgonzola Telino",4,"12.5",0,70,20,0,10446,31,"10",3,"0.1",6,"1963-07-02","1993-10-17",4,"Dairy Products",1,"Speedy Express"
10446,"1997-02-14","TOMSP","Karin Josephs",52,"Filo Mix",5,"7",38,0,25,0,10446,52,"5.6",15,"0.1",6,"1963-07-02","1993-10-17",5,"Grains/Cereals",1,"Speedy Express"
10447,"1997-02-14","RICAR","Janete Limeira",19,"Teatime Chocolate Biscuits",3,"9.2",25,0,5,0,10447,19,"7.3",40,"0",4,"1937-09-19","1993-05-03",3,"Confections",2,"United Package"
10447,"1997-02-14","RICAR","Janete Limeira",65,"Louisiana Fiery Hot Pepper Sauce",2,"21.05",76,0,0,0,10447,65,"16.8",35,"0",4,"1937-09-19","1993-05-03",2,"Condiments",2,"United Package"
10447,"1997-02-14","RICAR","Janete Limeira",71,"Flotemysost",4,"21.5",26,0,0,0,10447,71,"17.2",2,"0",4,"1937-09-19","1993-05-03",4,"Dairy Products",2,"United Package"
10448,"1997-02-17","RANCH","Sergio Gutiérrez",26,"Gumbär Gummibärchen",3,"31.23",15,0,0,0,10448,26,"24.9",6,"0",4,"1937-09-19","1993-05-03",3,"Confections",2,"United Package"
10448,"1997-02-17","RANCH","Sergio Gutiérrez",40,"Boston Crab Meat",8,"18.4",123,0,30,0,10448,40,"14.7",20,"0",4,"1937-09-19","1993-05-03",8,"Seafood",2,"United Package"
10449,"1997-02-18","BLONP","Frédérique Citeaux",10,"Ikura",8,"31",31,0,0,0,10449,10,"24.8",14,"0",3,"1963-08-30","1992-04-01",8,"Seafood",2,"United Package"
10449,"1997-02-18","BLONP","Frédérique Citeaux",52,"Filo Mix",5,"7",38,0,25,0,10449,52,"5.6",20,"0",3,"1963-08-30","1992-04-01",5,"Grains/Cereals",2,"United Package"
10449,"1997-02-18","BLONP","Frédérique Citeaux",62,"Tarte au sucre",3,"49.3",17,0,0,0,10449,62,"39.4",35,"0",3,"1963-08-30","1992-04-01",3,"Confections",2,"United Package"
10450,"1997-02-19","VICTE","Mary Saveley",10,"Ikura",8,"31",31,0,0,0,10450,10,"24.8",20,"0.2",8,"1958-01-09","1994-03-05",8,"Seafood",2,"United Package"
10450,"1997-02-19","VICTE","Mary Saveley",54,"Tourtière",6,"7.45",21,0,10,0,10450,54,"5.9",6,"0.2",8,"1958-01-09","1994-03-05",6,"Meat/Poultry",2,"United Package"
10451,"1997-02-19","QUICK","Horst Kloss",55,"Pâté chinois",6,"24",115,0,20,0,10451,55,"19.2",120,"0.1",4,"1937-09-19","1993-05-03",6,"Meat/Poultry",3,"Federal Shipping"
10451,"1997-02-19","QUICK","Horst Kloss",64,"Wimmers gute Semmelknödel",5,"33.25",22,80,30,0,10451,64,"26.6",35,"0.1",4,"1937-09-19","1993-05-03",5,"Grains/Cereals",3,"Federal Shipping"
10451,"1997-02-19","QUICK","Horst Kloss",65,"Louisiana Fiery Hot Pepper Sauce",2,"21.05",76,0,0,0,10451,65,"16.8",28,"0.1",4,"1937-09-19","1993-05-03",2,"Condiments",3,"Federal Shipping"
10451,"1997-02-19","QUICK","Horst Kloss",77,"Original Frankfurter grüne Soße",2,"13",32,0,15,0,10451,77,"10.4",55,"0.1",4,"1937-09-19","1993-05-03",2,"Condiments",3,"Federal Shipping"
10452,"1997-02-20","SAVEA","Jose Pavarotti",28,"Rössle Sauerkraut",7,"45.6",26,0,0,1,10452,28,"36.4",15,"0",8,"1958-01-09","1994-03-05",7,"Produce",1,"Speedy Express"
10452,"1997-02-20","SAVEA","Jose Pavarotti",44,"Gula Malacca",2,"19.45",27,0,15,0,10452,44,"15.5",100,"0.05",8,"1958-01-09","1994-03-05",2,"Condiments",1,"Speedy Express"
10453,"1997-02-21","AROUT","Thomas Hardy",48,"Chocolade",3,"12.75",15,70,25,0,10453,48,"10.2",15,"0.1",1,"1948-12-08","1992-05-01",3,"Confections",2,"United Package"
10453,"1997-02-21","AROUT","Thomas Hardy",70,"Outback Lager",1,"15",15,10,30,0,10453,70,"12",25,"0.1",1,"1948-12-08","1992-05-01",1,"Beverages",2,"United Package"
10454,"1997-02-21","LAMAI","Annette Roulet",16,"Pavlova",3,"17.45",29,0,10,0,10454,16,"13.9",20,"0.2",4,"1937-09-19","1993-05-03",3,"Confections",3,"Federal Shipping"
10454,"1997-02-21","LAMAI","Annette Roulet",33,"Geitost",4,"2.5",112,0,20,0,10454,33,"2",20,"0.2",4,"1937-09-19","1993-05-03",4,"Dairy Products",3,"Federal Shipping"
10454,"1997-02-21","LAMAI","Annette Roulet",46,"Spegesild",8,"12",95,0,0,0,10454,46,"9.6",10,"0.2",4,"1937-09-19","1993-05-03",8,"Seafood",3,"Federal Shipping"
10455,"1997-02-24","WARTH","Pirkko Koskitalo",39,"Chartreuse verte",1,"18",69,0,5,0,10455,39,"14.4",20,"0",8,"1958-01-09","1994-03-05",1,"Beverages",2,"United Package"
10455,"1997-02-24","WARTH","Pirkko Koskitalo",53,"Perth Pasties",6,"32.8",0,0,0,1,10455,53,"26.2",50,"0",8,"1958-01-09","1994-03-05",6,"Meat/Poultry",2,"United Package"
10455,"1997-02-24","WARTH","Pirkko Koskitalo",61,"Sirop d'érable",2,"28.5",113,0,25,0,10455,61,"22.8",25,"0",8,"1958-01-09","1994-03-05",2,"Condiments",2,"United Package"
10455,"1997-02-24","WARTH","Pirkko Koskitalo",71,"Flotemysost",4,"21.5",26,0,0,0,10455,71,"17.2",30,"0",8,"1958-01-09","1994-03-05",4,"Dairy Products",2,"United Package"
10456,"1997-02-25","KOENE","Philip Cramer",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10456,21,"8",40,"0.15",8,"1958-01-09","1994-03-05",3,"Confections",2,"United Package"
10456,"1997-02-25","KOENE","Philip Cramer",49,"Maxilaku",3,"20",10,60,15,0,10456,49,"16",21,"0.15",8,"1958-01-09","1994-03-05",3,"Confections",2,"United Package"
10457,"1997-02-25","KOENE","Philip Cramer",59,"Raclette Courdavault",4,"55",79,0,0,0,10457,59,"44",36,"0",2,"1952-02-19","1992-08-14",4,"Dairy Products",1,"Speedy Express"
10458,"1997-02-26","SUPRD","Pascale Cartrain",26,"Gumbär Gummibärchen",3,"31.23",15,0,0,0,10458,26,"24.9",30,"0",7,"1960-05-29","1994-01-02",3,"Confections",3,"Federal Shipping"
10458,"1997-02-26","SUPRD","Pascale Cartrain",28,"Rössle Sauerkraut",7,"45.6",26,0,0,1,10458,28,"36.4",30,"0",7,"1960-05-29","1994-01-02",7,"Produce",3,"Federal Shipping"
10458,"1997-02-26","SUPRD","Pascale Cartrain",43,"Ipoh Coffee",1,"46",17,10,25,0,10458,43,"36.8",20,"0",7,"1960-05-29","1994-01-02",1,"Beverages",3,"Federal Shipping"
10458,"1997-02-26","SUPRD","Pascale Cartrain",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10458,56,"30.4",15,"0",7,"1960-05-29","1994-01-02",5,"Grains/Cereals",3,"Federal Shipping"
10458,"1997-02-26","SUPRD","Pascale Cartrain",71,"Flotemysost",4,"21.5",26,0,0,0,10458,71,"17.2",50,"0",7,"1960-05-29","1994-01-02",4,"Dairy Products",3,"Federal Shipping"
10459,"1997-02-27","VICTE","Mary Saveley",7,"Uncle Bob's Organic Dried Pears",7,"30",15,0,10,0,10459,7,"24",16,"0.05",4,"1937-09-19","1993-05-03",7,"Produce",2,"United Package"
10459,"1997-02-27","VICTE","Mary Saveley",46,"Spegesild",8,"12",95,0,0,0,10459,46,"9.6",20,"0.05",4,"1937-09-19","1993-05-03",8,"Seafood",2,"United Package"
10459,"1997-02-27","VICTE","Mary Saveley",72,"Mozzarella di Giovanni",4,"34.8",14,0,0,0,10459,72,"27.8",40,"0",4,"1937-09-19","1993-05-03",4,"Dairy Products",2,"United Package"
10460,"1997-02-28","FOLKO","Maria Larsson",68,"Scottish Longbreads",3,"12.5",6,10,15,0,10460,68,"10",21,"0.25",8,"1958-01-09","1994-03-05",3,"Confections",1,"Speedy Express"
10460,"1997-02-28","FOLKO","Maria Larsson",75,"Rhönbräu Klosterbier",1,"7.75",125,0,25,0,10460,75,"6.2",4,"0.25",8,"1958-01-09","1994-03-05",1,"Beverages",1,"Speedy Express"
10461,"1997-02-28","LILAS","Carlos González",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10461,21,"8",40,"0.25",1,"1948-12-08","1992-05-01",3,"Confections",3,"Federal Shipping"
10461,"1997-02-28","LILAS","Carlos González",30,"Nord-Ost Matjeshering",8,"25.89",10,0,15,0,10461,30,"20.7",28,"0.25",1,"1948-12-08","1992-05-01",8,"Seafood",3,"Federal Shipping"
10461,"1997-02-28","LILAS","Carlos González",55,"Pâté chinois",6,"24",115,0,20,0,10461,55,"19.2",60,"0.25",1,"1948-12-08","1992-05-01",6,"Meat/Poultry",3,"Federal Shipping"
10462,"1997-03-03","CONSH","Elizabeth Brown",13,"Konbu",8,"6",24,0,5,0,10462,13,"4.8",1,"0",2,"1952-02-19","1992-08-14",8,"Seafood",1,"Speedy Express"
10462,"1997-03-03","CONSH","Elizabeth Brown",23,"Tunnbröd",5,"9",61,0,25,0,10462,23,"7.2",21,"0",2,"1952-02-19","1992-08-14",5,"Grains/Cereals",1,"Speedy Express"
10463,"1997-03-04","SUPRD","Pascale Cartrain",19,"Teatime Chocolate Biscuits",3,"9.2",25,0,5,0,10463,19,"7.3",21,"0",5,"1955-03-04","1993-10-17",3,"Confections",3,"Federal Shipping"
10463,"1997-03-04","SUPRD","Pascale Cartrain",42,"Singaporean Hokkien Fried Mee",5,"14",26,0,0,1,10463,42,"11.2",50,"0",5,"1955-03-04","1993-10-17",5,"Grains/Cereals",3,"Federal Shipping"
10464,"1997-03-04","FURIB","Lino Rodriguez",4,"Chef Anton's Cajun Seasoning",2,"22",53,0,0,0,10464,4,"17.6",16,"0.2",4,"1937-09-19","1993-05-03",2,"Condiments",2,"United Package"
10464,"1997-03-04","FURIB","Lino Rodriguez",43,"Ipoh Coffee",1,"46",17,10,25,0,10464,43,"36.8",3,"0",4,"1937-09-19","1993-05-03",1,"Beverages",2,"United Package"
10464,"1997-03-04","FURIB","Lino Rodriguez",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10464,56,"30.4",30,"0.2",4,"1937-09-19","1993-05-03",5,"Grains/Cereals",2,"United Package"
10464,"1997-03-04","FURIB","Lino Rodriguez",60,"Camembert Pierrot",4,"34",19,0,0,0,10464,60,"27.2",20,"0",4,"1937-09-19","1993-05-03",4,"Dairy Products",2,"United Package"
10465,"1997-03-05","VAFFE","Palle Ibsen",24,"Guaraná Fantástica",1,"4.5",20,0,0,1,10465,24,"3.6",25,"0",1,"1948-12-08","1992-05-01",1,"Beverages",3,"Federal Shipping"
10465,"1997-03-05","VAFFE","Palle Ibsen",29,"Thüringer Rostbratwurst",6,"123.79",0,0,0,1,10465,29,"99",18,"0.1",1,"1948-12-08","1992-05-01",6,"Meat/Poultry",3,"Federal Shipping"
10465,"1997-03-05","VAFFE","Palle Ibsen",40,"Boston Crab Meat",8,"18.4",123,0,30,0,10465,40,"14.7",20,"0",1,"1948-12-08","1992-05-01",8,"Seafood",3,"Federal Shipping"
10465,"1997-03-05","VAFFE","Palle Ibsen",45,"Rogede sild",8,"9.5",5,70,15,0,10465,45,"7.6",30,"0.1",1,"1948-12-08","1992-05-01",8,"Seafood",3,"Federal Shipping"
10465,"1997-03-05","VAFFE","Palle Ibsen",50,"Valkoinen suklaa",3,"16.25",65,0,30,0,10465,50,"13",25,"0",1,"1948-12-08","1992-05-01",3,"Confections",3,"Federal Shipping"
10466,"1997-03-06","COMMI","Pedro Afonso",11,"Queso Cabrales",4,"21",22,30,30,0,10466,11,"16.8",10,"0",4,"1937-09-19","1993-05-03",4,"Dairy Products",1,"Speedy Express"
10466,"1997-03-06","COMMI","Pedro Afonso",46,"Spegesild",8,"12",95,0,0,0,10466,46,"9.6",5,"0",4,"1937-09-19","1993-05-03",8,"Seafood",1,"Speedy Express"
10467,"1997-03-06","MAGAA","Giovanni Rovelli",24,"Guaraná Fantástica",1,"4.5",20,0,0,1,10467,24,"3.6",28,"0",8,"1958-01-09","1994-03-05",1,"Beverages",2,"United Package"
10467,"1997-03-06","MAGAA","Giovanni Rovelli",25,"NuNuCa Nuß-Nougat-Creme",3,"14",76,0,30,0,10467,25,"11.2",12,"0",8,"1958-01-09","1994-03-05",3,"Confections",2,"United Package"
10468,"1997-03-07","KOENE","Philip Cramer",30,"Nord-Ost Matjeshering",8,"25.89",10,0,15,0,10468,30,"20.7",8,"0",3,"1963-08-30","1992-04-01",8,"Seafood",3,"Federal Shipping"
10468,"1997-03-07","KOENE","Philip Cramer",43,"Ipoh Coffee",1,"46",17,10,25,0,10468,43,"36.8",15,"0",3,"1963-08-30","1992-04-01",1,"Beverages",3,"Federal Shipping"
10469,"1997-03-10","WHITC","Karl Jablonski",2,"Chang",1,"19",17,40,25,1,10469,2,"15.2",40,"0.15",1,"1948-12-08","1992-05-01",1,"Beverages",1,"Speedy Express"
10469,"1997-03-10","WHITC","Karl Jablonski",16,"Pavlova",3,"17.45",29,0,10,0,10469,16,"13.9",35,"0.15",1,"1948-12-08","1992-05-01",3,"Confections",1,"Speedy Express"
10469,"1997-03-10","WHITC","Karl Jablonski",44,"Gula Malacca",2,"19.45",27,0,15,0,10469,44,"15.5",2,"0.15",1,"1948-12-08","1992-05-01",2,"Condiments",1,"Speedy Express"
10470,"1997-03-11","BONAP","Laurence Lebihan",18,"Carnarvon Tigers",8,"62.5",42,0,0,0,10470,18,"50",30,"0",4,"1937-09-19","1993-05-03",8,"Seafood",2,"United Package"
10470,"1997-03-11","BONAP","Laurence Lebihan",23,"Tunnbröd",5,"9",61,0,25,0,10470,23,"7.2",15,"0",4,"1937-09-19","1993-05-03",5,"Grains/Cereals",2,"United Package"
10470,"1997-03-11","BONAP","Laurence Lebihan",64,"Wimmers gute Semmelknödel",5,"33.25",22,80,30,0,10470,64,"26.6",8,"0",4,"1937-09-19","1993-05-03",5,"Grains/Cereals",2,"United Package"
10471,"1997-03-11","BSBEV","Victoria Ashworth",7,"Uncle Bob's Organic Dried Pears",7,"30",15,0,10,0,10471,7,"24",30,"0",2,"1952-02-19","1992-08-14",7,"Produce",3,"Federal Shipping"
10471,"1997-03-11","BSBEV","Victoria Ashworth",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10471,56,"30.4",20,"0",2,"1952-02-19","1992-08-14",5,"Grains/Cereals",3,"Federal Shipping"
10472,"1997-03-12","SEVES","Hari Kumar",24,"Guaraná Fantástica",1,"4.5",20,0,0,1,10472,24,"3.6",80,"0.05",8,"1958-01-09","1994-03-05",1,"Beverages",1,"Speedy Express"
10472,"1997-03-12","SEVES","Hari Kumar",51,"Manjimup Dried Apples",7,"53",20,0,10,0,10472,51,"42.4",18,"0",8,"1958-01-09","1994-03-05",7,"Produce",1,"Speedy Express"
10473,"1997-03-13","ISLAT","Helen Bennett",33,"Geitost",4,"2.5",112,0,20,0,10473,33,"2",12,"0",1,"1948-12-08","1992-05-01",4,"Dairy Products",3,"Federal Shipping"
10473,"1997-03-13","ISLAT","Helen Bennett",71,"Flotemysost",4,"21.5",26,0,0,0,10473,71,"17.2",12,"0",1,"1948-12-08","1992-05-01",4,"Dairy Products",3,"Federal Shipping"
10474,"1997-03-13","PERIC","Guillermo Fernández",14,"Tofu",7,"23.25",35,0,0,0,10474,14,"18.6",12,"0",5,"1955-03-04","1993-10-17",7,"Produce",2,"United Package"
10474,"1997-03-13","PERIC","Guillermo Fernández",28,"Rössle Sauerkraut",7,"45.6",26,0,0,1,10474,28,"36.4",18,"0",5,"1955-03-04","1993-10-17",7,"Produce",2,"United Package"
10474,"1997-03-13","PERIC","Guillermo Fernández",40,"Boston Crab Meat",8,"18.4",123,0,30,0,10474,40,"14.7",21,"0",5,"1955-03-04","1993-10-17",8,"Seafood",2,"United Package"
10474,"1997-03-13","PERIC","Guillermo Fernández",75,"Rhönbräu Klosterbier",1,"7.75",125,0,25,0,10474,75,"6.2",10,"0",5,"1955-03-04","1993-10-17",1,"Beverages",2,"United Package"
10475,"1997-03-14","SUPRD","Pascale Cartrain",31,"Gorgonzola Telino",4,"12.5",0,70,20,0,10475,31,"10",35,"0.15",9,"1966-01-27","1994-11-15",4,"Dairy Products",1,"Speedy Express"
10475,"1997-03-14","SUPRD","Pascale Cartrain",66,"Louisiana Hot Spiced Okra",2,"17",4,100,20,0,10475,66,"13.6",60,"0.15",9,"1966-01-27","1994-11-15",2,"Condiments",1,"Speedy Express"
10475,"1997-03-14","SUPRD","Pascale Cartrain",76,"Lakkalikööri",1,"18",57,0,20,0,10475,76,"14.4",42,"0.15",9,"1966-01-27","1994-11-15",1,"Beverages",1,"Speedy Express"
10476,"1997-03-17","HILAA","Carlos Hernández",55,"Pâté chinois",6,"24",115,0,20,0,10476,55,"19.2",2,"0.05",8,"1958-01-09","1994-03-05",6,"Meat/Poultry",3,"Federal Shipping"
10476,"1997-03-17","HILAA","Carlos Hernández",70,"Outback Lager",1,"15",15,10,30,0,10476,70,"12",12,"0",8,"1958-01-09","1994-03-05",1,"Beverages",3,"Federal Shipping"
10477,"1997-03-17","PRINI","Isabel de Castro",1,"Chai",1,"18",39,0,10,1,10477,1,"14.4",15,"0",5,"1955-03-04","1993-10-17",1,"Beverages",2,"United Package"
10477,"1997-03-17","PRINI","Isabel de Castro",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10477,21,"8",21,"0.25",5,"1955-03-04","1993-10-17",3,"Confections",2,"United Package"
10477,"1997-03-17","PRINI","Isabel de Castro",39,"Chartreuse verte",1,"18",69,0,5,0,10477,39,"14.4",20,"0.25",5,"1955-03-04","1993-10-17",1,"Beverages",2,"United Package"
10478,"1997-03-18","VICTE","Mary Saveley",10,"Ikura",8,"31",31,0,0,0,10478,10,"24.8",20,"0.05",2,"1952-02-19","1992-08-14",8,"Seafood",3,"Federal Shipping"
10479,"1997-03-19","RATTC","Paula Wilson",38,"Côte de Blaye",1,"263.5",17,0,15,0,10479,38,"210.8",30,"0",3,"1963-08-30","1992-04-01",1,"Beverages",3,"Federal Shipping"
10479,"1997-03-19","RATTC","Paula Wilson",53,"Perth Pasties",6,"32.8",0,0,0,1,10479,53,"26.2",28,"0",3,"1963-08-30","1992-04-01",6,"Meat/Poultry",3,"Federal Shipping"
10479,"1997-03-19","RATTC","Paula Wilson",59,"Raclette Courdavault",4,"55",79,0,0,0,10479,59,"44",60,"0",3,"1963-08-30","1992-04-01",4,"Dairy Products",3,"Federal Shipping"
10479,"1997-03-19","RATTC","Paula Wilson",64,"Wimmers gute Semmelknödel",5,"33.25",22,80,30,0,10479,64,"26.6",30,"0",3,"1963-08-30","1992-04-01",5,"Grains/Cereals",3,"Federal Shipping"
10480,"1997-03-20","FOLIG","Martine Rancé",47,"Zaanse koeken",3,"9.5",36,0,0,0,10480,47,"7.6",30,"0",6,"1963-07-02","1993-10-17",3,"Confections",2,"United Package"
10480,"1997-03-20","FOLIG","Martine Rancé",59,"Raclette Courdavault",4,"55",79,0,0,0,10480,59,"44",12,"0",6,"1963-07-02","1993-10-17",4,"Dairy Products",2,"United Package"
10481,"1997-03-20","RICAR","Janete Limeira",49,"Maxilaku",3,"20",10,60,15,0,10481,49,"16",24,"0",8,"1958-01-09","1994-03-05",3,"Confections",2,"United Package"
10481,"1997-03-20","RICAR","Janete Limeira",60,"Camembert Pierrot",4,"34",19,0,0,0,10481,60,"27.2",40,"0",8,"1958-01-09","1994-03-05",4,"Dairy Products",2,"United Package"
10482,"1997-03-21","LAZYK","John Steel",40,"Boston Crab Meat",8,"18.4",123,0,30,0,10482,40,"14.7",10,"0",1,"1948-12-08","1992-05-01",8,"Seafood",3,"Federal Shipping"
10483,"1997-03-24","WHITC","Karl Jablonski",34,"Sasquatch Ale",1,"14",111,0,15,0,10483,34,"11.2",35,"0.05",7,"1960-05-29","1994-01-02",1,"Beverages",2,"United Package"
10483,"1997-03-24","WHITC","Karl Jablonski",77,"Original Frankfurter grüne Soße",2,"13",32,0,15,0,10483,77,"10.4",30,"0.05",7,"1960-05-29","1994-01-02",2,"Condiments",2,"United Package"
10484,"1997-03-24","BSBEV","Victoria Ashworth",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10484,21,"8",14,"0",3,"1963-08-30","1992-04-01",3,"Confections",3,"Federal Shipping"
10484,"1997-03-24","BSBEV","Victoria Ashworth",40,"Boston Crab Meat",8,"18.4",123,0,30,0,10484,40,"14.7",10,"0",3,"1963-08-30","1992-04-01",8,"Seafood",3,"Federal Shipping"
10484,"1997-03-24","BSBEV","Victoria Ashworth",51,"Manjimup Dried Apples",7,"53",20,0,10,0,10484,51,"42.4",3,"0",3,"1963-08-30","1992-04-01",7,"Produce",3,"Federal Shipping"
10485,"1997-03-25","LINOD","Felipe Izquierdo",2,"Chang",1,"19",17,40,25,1,10485,2,"15.2",20,"0.1",4,"1937-09-19","1993-05-03",1,"Beverages",2,"United Package"
10485,"1997-03-25","LINOD","Felipe Izquierdo",3,"Aniseed Syrup",2,"10",13,70,25,0,10485,3,"8",20,"0.1",4,"1937-09-19","1993-05-03",2,"Condiments",2,"United Package"
10485,"1997-03-25","LINOD","Felipe Izquierdo",55,"Pâté chinois",6,"24",115,0,20,0,10485,55,"19.2",30,"0.1",4,"1937-09-19","1993-05-03",6,"Meat/Poultry",2,"United Package"
10485,"1997-03-25","LINOD","Felipe Izquierdo",70,"Outback Lager",1,"15",15,10,30,0,10485,70,"12",60,"0.1",4,"1937-09-19","1993-05-03",1,"Beverages",2,"United Package"
10486,"1997-03-26","HILAA","Carlos Hernández",11,"Queso Cabrales",4,"21",22,30,30,0,10486,11,"16.8",5,"0",1,"1948-12-08","1992-05-01",4,"Dairy Products",2,"United Package"
10486,"1997-03-26","HILAA","Carlos Hernández",51,"Manjimup Dried Apples",7,"53",20,0,10,0,10486,51,"42.4",25,"0",1,"1948-12-08","1992-05-01",7,"Produce",2,"United Package"
10486,"1997-03-26","HILAA","Carlos Hernández",74,"Longlife Tofu",7,"10",4,20,5,0,10486,74,"8",16,"0",1,"1948-12-08","1992-05-01",7,"Produce",2,"United Package"
10487,"1997-03-26","QUEEN","Lúcia Carvalho",19,"Teatime Chocolate Biscuits",3,"9.2",25,0,5,0,10487,19,"7.3",5,"0",2,"1952-02-19","1992-08-14",3,"Confections",2,"United Package"
10487,"1997-03-26","QUEEN","Lúcia Carvalho",26,"Gumbär Gummibärchen",3,"31.23",15,0,0,0,10487,26,"24.9",30,"0",2,"1952-02-19","1992-08-14",3,"Confections",2,"United Package"
10487,"1997-03-26","QUEEN","Lúcia Carvalho",54,"Tourtière",6,"7.45",21,0,10,0,10487,54,"5.9",24,"0.25",2,"1952-02-19","1992-08-14",6,"Meat/Poultry",2,"United Package"
10488,"1997-03-27","FRANK","Peter Franken",59,"Raclette Courdavault",4,"55",79,0,0,0,10488,59,"44",30,"0",8,"1958-01-09","1994-03-05",4,"Dairy Products",2,"United Package"
10488,"1997-03-27","FRANK","Peter Franken",73,"Röd Kaviar",8,"15",101,0,5,0,10488,73,"12",20,"0.2",8,"1958-01-09","1994-03-05",8,"Seafood",2,"United Package"
10489,"1997-03-28","PICCO","Georg Pipps",11,"Queso Cabrales",4,"21",22,30,30,0,10489,11,"16.8",15,"0.25",6,"1963-07-02","1993-10-17",4,"Dairy Products",2,"United Package"
10489,"1997-03-28","PICCO","Georg Pipps",16,"Pavlova",3,"17.45",29,0,10,0,10489,16,"13.9",18,"0",6,"1963-07-02","1993-10-17",3,"Confections",2,"United Package"
10490,"1997-03-31","HILAA","Carlos Hernández",59,"Raclette Courdavault",4,"55",79,0,0,0,10490,59,"44",60,"0",7,"1960-05-29","1994-01-02",4,"Dairy Products",2,"United Package"
10490,"1997-03-31","HILAA","Carlos Hernández",68,"Scottish Longbreads",3,"12.5",6,10,15,0,10490,68,"10",30,"0",7,"1960-05-29","1994-01-02",3,"Confections",2,"United Package"
10490,"1997-03-31","HILAA","Carlos Hernández",75,"Rhönbräu Klosterbier",1,"7.75",125,0,25,0,10490,75,"6.2",36,"0",7,"1960-05-29","1994-01-02",1,"Beverages",2,"United Package"
10491,"1997-03-31","FURIB","Lino Rodriguez",44,"Gula Malacca",2,"19.45",27,0,15,0,10491,44,"15.5",15,"0.15",8,"1958-01-09","1994-03-05",2,"Condiments",3,"Federal Shipping"
10491,"1997-03-31","FURIB","Lino Rodriguez",77,"Original Frankfurter grüne Soße",2,"13",32,0,15,0,10491,77,"10.4",7,"0.15",8,"1958-01-09","1994-03-05",2,"Condiments",3,"Federal Shipping"
10492,"1997-04-01","BOTTM","Elizabeth Lincoln",25,"NuNuCa Nuß-Nougat-Creme",3,"14",76,0,30,0,10492,25,"11.2",60,"0.05",3,"1963-08-30","1992-04-01",3,"Confections",1,"Speedy Express"
10492,"1997-04-01","BOTTM","Elizabeth Lincoln",42,"Singaporean Hokkien Fried Mee",5,"14",26,0,0,1,10492,42,"11.2",20,"0.05",3,"1963-08-30","1992-04-01",5,"Grains/Cereals",1,"Speedy Express"
10493,"1997-04-02","LAMAI","Annette Roulet",65,"Louisiana Fiery Hot Pepper Sauce",2,"21.05",76,0,0,0,10493,65,"16.8",15,"0.1",4,"1937-09-19","1993-05-03",2,"Condiments",3,"Federal Shipping"
10493,"1997-04-02","LAMAI","Annette Roulet",66,"Louisiana Hot Spiced Okra",2,"17",4,100,20,0,10493,66,"13.6",10,"0.1",4,"1937-09-19","1993-05-03",2,"Condiments",3,"Federal Shipping"
10493,"1997-04-02","LAMAI","Annette Roulet",69,"Gudbrandsdalsost",4,"36",26,0,15,0,10493,69,"28.8",10,"0.1",4,"1937-09-19","1993-05-03",4,"Dairy Products",3,"Federal Shipping"
10494,"1997-04-02","COMMI","Pedro Afonso",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10494,56,"30.4",30,"0",4,"1937-09-19","1993-05-03",5,"Grains/Cereals",2,"United Package"
10495,"1997-04-03","LAUGB","Yoshi Tannamuri",23,"Tunnbröd",5,"9",61,0,25,0,10495,23,"7.2",10,"0",3,"1963-08-30","1992-04-01",5,"Grains/Cereals",3,"Federal Shipping"
10495,"1997-04-03","LAUGB","Yoshi Tannamuri",41,"Jack's New England Clam Chowder",8,"9.65",85,0,10,0,10495,41,"7.7",20,"0",3,"1963-08-30","1992-04-01",8,"Seafood",3,"Federal Shipping"
10495,"1997-04-03","LAUGB","Yoshi Tannamuri",77,"Original Frankfurter grüne Soße",2,"13",32,0,15,0,10495,77,"10.4",5,"0",3,"1963-08-30","1992-04-01",2,"Condiments",3,"Federal Shipping"
10496,"1997-04-04","TRADH","Anabela Domingues",31,"Gorgonzola Telino",4,"12.5",0,70,20,0,10496,31,"10",20,"0.05",7,"1960-05-29","1994-01-02",4,"Dairy Products",2,"United Package"
10497,"1997-04-04","LEHMS","Renate Messner",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10497,56,"30.4",14,"0",7,"1960-05-29","1994-01-02",5,"Grains/Cereals",1,"Speedy Express"
10497,"1997-04-04","LEHMS","Renate Messner",72,"Mozzarella di Giovanni",4,"34.8",14,0,0,0,10497,72,"27.8",25,"0",7,"1960-05-29","1994-01-02",4,"Dairy Products",1,"Speedy Express"
10497,"1997-04-04","LEHMS","Renate Messner",77,"Original Frankfurter grüne Soße",2,"13",32,0,15,0,10497,77,"10.4",25,"0",7,"1960-05-29","1994-01-02",2,"Condiments",1,"Speedy Express"
